Flow Duration,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow Bytes/s,Flow Packets/s,Label
1201449,1201449,1201449,0,1201449,1201449,0,0,0,0,0,1201449,0,1201449,1201449,0,0,0,0,1427908343812802,0,1427908343812802,1427908343812802,0,1.66465659382962,3
1397470,1397470,1397470,0,1397470,1397470,0,0,0,0,0,1397470,0,1397470,1397470,0,0,0,0,1427908343616833,0,1427908343616833,1427908343616833,0,1.43115773504977,3
1613568,1613568,1613568,0,1613568,1613568,0,0,0,0,0,1613568,0,1613568,1613568,0,0,0,0,1427908343400843,0,1427908343400843,1427908343400843,0,1.23948913215929,3
1613613,1613613,1613613,0,1613613,1613613,0,0,0,0,0,1613613,0,1613613,1613613,0,0,0,0,1427908343400845,0,1427908343400845,1427908343400845,0,1.23945456562385,3
1613671,1613671,1613671,0,1613671,1613671,0,0,0,0,0,1613671,0,1613671,1613671,0,0,0,0,1427908343400835,0,1427908343400835,1427908343400835,0,1.23941001604416,3
1609700,1609700,1609700,0,1609700,1609700,0,0,0,0,0,1609700,0,1609700,1609700,0,0,0,0,1427908343404857,0,1427908343404857,1427908343404857,0,1.2424675405355,3
1345703,1345703,1345703,0,1345703,1345703,0,0,0,0,0,1345703,0,1345703,1345703,0,0,0,0,1427908343668899,0,1427908343668899,1427908343668899,0,1.48621203935787,3
10761581,10761581,1195731.22222222,3516915.00406122,10573806,133,102686,17114.3333333333,24371.955839995,49263,133,672598.8125,2640396.29784637,10573806,9,187775,0,187775,187775,713954172413436,1009683658586320,1427908334253066,10573806,506.152395266086,1.57969354131145,3
2373940,2373940,2373940,0,2373940,2373940,0,0,0,0,0,2373940,0,2373940,2373940,0,0,0,0,1427908342640818,0,1427908342640818,1427908342640818,0,0.842481275853644,3
34,34,34,0,34,34,0,0,0,0,0,17,18.3847763108502,30,4,0,0,0,0,1427908345056681,0,1427908345056681,1427908345056681,911764.705882353,88235.2941176471,3
15270319,5265556,57234.3043478261,435808.956718441,4184458,4,15196365,116895.115384615,950428.668482298,10004765,6,68476.7668161435,724828.818316969,10004763,1,5265556,0,5265556,5265556,713954171405475,1.0096836579656E+015,1427908332806187,10004763,28703.6570748784,14.6689797377514,3
14947270,4941662,133558.432432432,676432.609731604,4131206,5,14873428,391406,1740298.67201424,10005627,9,196674.605263158,1234494.58993305,10005608,2,4941662,0,4941662,4941662,713954171569540,1.00968365819642E+015,1427908333133472,10005608,6615.79004058935,5.15144237041279,3
15197568,5189809,370700.642857143,1206338.85996384,4558028,6,15154596,1010306.4,2752685.34862813,10007817,20,506585.6,1976339.98392943,10007759,6,5189809,0,5189809,5189809,713954171584894,1.0096836582151E+015,1427908333162029,10007759,889.550222772486,2.03980005221888,3
17309080,17309080,8654540,12205030.738806,17284800,24280,0,0,0,0,0,5769693.33333333,9972382.2766265,17284800,11,24280,0,24280,24280,713954175988521,1009683654151470,1427908334692241,17284800,0,0.231092582621376,3
6902002,6902002,6902002,0,6902002,6902002,0,0,0,0,0,6902002,0,6902002,6902002,0,0,0,0,713954177507405,1.009683670983E+015,1427908348112808,6902002,0,0.289770996878877,3
20047973,20047973,2227552.55555556,6605537.83989584,19842088,49,122241,20373.5,27637.0382693226,59916,50,1252998.3125,4957134.50931742,19842088,3,205885,0,205885,205885,713954177404521,1009683652537450,1427908334966953,19842088,232.292810849256,0.847966026291037,3
6898177,6898177,6898177,0,6898177,6898177,0,0,0,0,0,6898177,0,6898177,6898177,0,0,0,0,713954177507494,1009683670988530,1427908348116811,6898177,0,0.289931673252223,3
6618208,6618208,6618208,0,6618208,6618208,0,0,0,0,0,6618208,0,6618208,6618208,0,0,0,0,713954177507525,1.00968367138451E+015,1427908348396841,6618208,0,0.302196606694743,3
68,68,68,0,68,68,0,0,0,0,0,34,38.1837661840736,61,7,0,0,0,0,1427908355063216,0,1427908355063216,1427908355063216,455882.352941177,44117.6470588235,3
39606126,39606126,39606126,0,39606126,39606126,0,0,0,0,0,19803063,27930696.6436652,39553048,53078,53078,0,53078,53078,713954182480957,1009683631841108,1427908325408866,39553048,0,0.07574585810286,3
36278338,36278338,36278338,0,36278338,36278338,0,0,0,0,0,18139169,25621465.5014324,36256281,22057,22057,0,22057,22057,713954182496588,1.00968363652555E+015,1427908328736895,36256281,0,0.082693975672204,3
36151333,36151333,36151333,0,36151333,36151333,0,0,0,0,0,18075666.5,25510993.5019008,36114663,36670,36670,0,36670,36670,713954182489759,1009683636716166,1427908328864854,36114663,0,0.082984491885818,3
39351537,39351537,39351537,0,39351537,39351537,0,0,0,0,0,19675768.5,27747084.3471148,39295920,55617,55617,0,55617,55617,713954182480363,1009683632203900,1427908325664805,39295920,0,0.076235904076631,3
35895654,35895654,35895654,0,35895654,35895654,0,0,0,0,0,17947827,25332434.1904088,35860563,35091,35091,0,35091,35091,713954182490700,1009683637076850,1427908329120837,35860563,0,0.083575577143684,3
59,59,59,0,59,59,0,0,0,0,0,29.5,28.9913780286484,50,9,0,0,0,0,1427908365053431,0,1427908365053431,1427908365053431,525423.728813559,50847.4576271187,3
65,65,65,0,65,65,0,0,0,0,0,32.5,34.6482322781408,57,8,0,0,0,0,1427908365067772,0,1427908365067772,1427908365067772,815384.615384616,46153.8461538462,3
39494848,39494848,39494848,0,39494848,39494848,0,0,0,0,0,19747424,27870190.9306126,39454625,40223,40223,0,40223,40223,713954187487757,1009683639060983,1427908335520888,39454625,0,0.075959274485624,3
43,43,43,0,43,43,0,0,0,0,0,21.5,23.3345237791561,38,5,0,0,0,0,1427908375053826,0,1427908375053826,1427908375053826,720930.23255814,69767.4418604651,3
10213513,241409,26823.2222222222,36353.3086278876,106241,211,10172363,1017236.3,3159648.99792581,10009570,213,510675.65,2227058.79045339,9972104,8,241409,0,241409,241409,713954189023764,1009683682927810,1427908368075424,9972104,707.200353100838,2.05609960059776,3
10213261,245121,35017.2857142857,53403.5419384466,144985,23,10165421,1452203,3772620.41556246,10007493,27,680884.066666667,2569346.88239256,9968140,23,245121,0,245121,245121,713954189033912,1009683682947760,1427908368099683,9968140,280.028092888256,1.56659072944479,3
6687708,6687708,6687708,0,6687708,6687708,0,0,0,0,0,6687708,0,6687708,6687708,0,0,0,0,713954192508284,1009683692500500,1427908378328860,6687708,0,0.299056119076969,3
6664996,6664996,6664996,0,6664996,6664996,0,0,0,0,0,6664996,0,6664996,6664996,0,0,0,0,713954192508915,1009683692533510,1427908378352833,6664996,0,0.30007519884483,3
29628604,0,0,0,0,0,29580717,29580717,0,29580717,29580717,14814302,20882864.3606295,29580717,47887,47887,0,47887,47887,713954196822789,1009683666226530,1427908364064861,29580717,0,0.101253504890072,3
29628615,0,0,0,0,0,29580735,29580735,0,29580735,29580735,14814307.5,20882882.038299,29580735,47880,47880,0,47880,47880,713954196822806,1009683666226525,1427908364064876,29580735,0,0.101253467298421,3
29628622,0,0,0,0,0,29580744,29580744,0,29580744,29580744,14814311,20882889.8164736,29580744,47878,47878,0,47878,47878,713954196822809,1009683666226520,1427908364064873,29580744,0,0.101253443376476,3
29677089,0,0,0,0,0,29629217,29629217,0,29629217,29629217,14838544.5,20917169.6461188,29629217,47872,47872,0,47872,47872,713954196847049,1.00968366619225E+015,1427908364064881,29629217,0,0.101088081785919,3
29677985,0,0,0,0,0,29630130,29630130,0,29630130,29630130,14838992.5,20917827.2554253,29630130,47855,47855,0,47855,47855,713954196847504,1009683666191600,1427908364064878,29630130,0,0.101085029863045,3
30109438,0,0,0,0,0,29984148,29984148,0,29984148,29984148,15054719,21113400.9702862,29984148,125290,125290,0,125290,125290,713954197250505,1.00968366626087E+015,1427908364516862,29984148,0,0.099636532571614,3
29855519,0,0,0,0,0,29725350,29725350,0,29725350,29725350,14927759.5,20926953.1755433,29725350,130169,130169,0,130169,130169,713954197249095,1009683666624872,1427908364772839,29725350,0,0.10048393397549,3
30824018,30824018,30824018,0,30824018,30824018,0,0,0,0,0,15412009,21741823.7372894,30785800,38218,38218,0,38218,38218,713954197489317,1009683665464890,1427908364192833,30785800,0,0.097326701535147,3
63,63,63,0,63,63,0,0,0,0,0,31.5,30.4055915910215,53,10,0,0,0,0,1427908395056879,0,1427908395056879,1427908395056879,841269.841269841,47619.0476190476,3
38580529,38580529,38580529,0,38580529,38580529,0,0,0,0,0,19290264.5,27228183.935236,38543498,37031,37031,0,37031,37031,713954200984180,1.00968365943634E+015,1427908363424861,38543498,0,0.07775943144792,3
38196630,38196630,38196630,0,38196630,38196630,0,0,0,0,0,19098315,26952274.4047509,38156451,40179,40179,0,40179,40179,713954200982632,1009683659981510,1427908363808813,38156451,0,0.078540960288905,3
7340635,7340635,7340635,0,7340635,7340635,0,0,0,0,0,7340635,0,7340635,7340635,0,0,0,0,713954201002754,1009683703590120,1427908394664872,7340635,0,0.27245599324854,3
7340678,7340678,7340678,0,7340678,7340678,0,0,0,0,0,7340678,0,7340678,7340678,0,0,0,0,713954201002770,1.00968370359008E+015,1427908394664862,7340678,0,0.272454397264122,3
38580701,38580701,38580701,0,38580701,38580701,0,0,0,0,0,19290350.5,27250831.1512238,38559598,21103,21103,0,21103,21103,713954200992234,1.00968365942496E+015,1427908363424870,38559598,0,0.077759084781793,3
8272780,8272780,8272780,0,8272780,8272780,0,0,0,0,0,8272780,0,8272780,8272780,0,0,0,0,713954201002797,1009683702271924,1427908393732813,8272780,0,0.241756700891357,3
8272807,8272807,8272807,0,8272807,8272807,0,0,0,0,0,8272807,0,8272807,8272807,0,0,0,0,713954201002806,1.0096837022719E+015,1427908393732804,8272807,0,0.241755911868849,3
8272814,8272814,8272814,0,8272814,8272814,0,0,0,0,0,8272814,0,8272814,8272814,0,0,0,0,713954201002812,1.0096837022719E+015,1427908393732811,8272814,0,0.241755707308299,3
8224810,8224810,8224810,0,8224810,8224810,0,0,0,0,0,8224810,0,8224810,8224810,0,0,0,0,713954201002826,1009683702339800,1427908393780841,8224810,0,0.243166711449869,3
8224804,8224804,8224804,0,8224804,8224804,0,0,0,0,0,8224804,0,8224804,8224804,0,0,0,0,713954201002835,1009683702339830,1427908393780866,8224804,0,0.243166888840147,3
10205185,233480,33354.2857142857,52749.3161273657,143652,29,10161869,1451695.57142857,3773643.30760826,10009315,9,680345.666666667,2570475.07878721,9971705,9,233480,0,233480,233480,713954204097529,1.00968370424589E+015,1427908398223353,9971705,280.249696600307,1.56783047049123,3
6552764,6552764,6552764,0,6552764,6552764,0,0,0,0,0,6552764,0,6552764,6552764,0,0,0,0,713954207508812,1.00968371390529E+015,1427908408464859,6552764,0,0.305214715500207,3
87660059,45055945,45055945,0,45055945,45055945,87620602,43810301,1759946.35196645,45054771,42565831,21915014.75,25280201.060954,45016488,38283,38870,830.143361113007,39457,38283,475969473557062,824403235204129,1427908333088867,42565831,0,0.057038519675192,3
1218229,1218229,1218229,0,1218229,1218229,0,0,0,0,0,1218229,0,1218229,1218229,0,0,0,0,1427908420788835,0,1427908420788835,1427908420788835,0,1.64172745846635,3
10208577,231632,33090.2857142857,52421.4839123372,142372,4,10165438,1452205.42857143,3775119.56237326,10013172,26,680571.8,2571862.68239437,9976945,4,231632,0,231632,231632,713954219115097,1.00968372547653E+015,1427908428253250,9976945,280.058621294623,1.56730952805665,3
83769985,83769985,41884992.5,4484593.53575823,45056079,38713906,45052987,45052987,0,45052987,45052987,20942496.25,24275937.5018609,45015813,37174,38720,2186.3741674288,40266,37174,475969481647119,824403252585162,1427908361248812,38676732,0,0.059687249556031,3
6518127,6518127,6518127,0,6518127,6518127,0,0,0,0,0,6518127,0,6518127,6518127,0,0,0,0,713954222509483,1009683735168430,1427908438500839,6518127,0,0.306836611192142,3
36,36,36,0,36,36,0,0,0,0,0,18,21.2132034355964,33,3,0,0,0,0,1427908445056021,0,1427908445056021,1427908445056021,861111.111111111,83333.3333333333,3
119987760,119965798,37072.2490729295,43415.2812280687,1007749,4,119962533,14683.2965728274,34259.456923718,1007753,2,10518.7832032963,23797.6965878823,1007683,1,0,0,0,0,1427908334667054,0,1427908334667054,1427908334667054,417469.190190733,95.0763644558412,3
117925069,117888011,6934588.88235294,10880481.9888419,45036822,38041,117888225,13098691.6666667,12125042.292518,45073916,4603528,4367595.14814815,9190325.86587008,45036822,30,615838.125,1627208.45279001,4642970,36844,158656493138014,475969437053552,1427908325280820,8158177,91.3122213225078,0.237438911314099,3
105086180,105086180,2919060.55555556,6957737.45390018,19959354,4,105038760,4039952.30769231,7966080.80116054,20005796,55,1668034.6031746,5426657.09268915,19959354,4,1059043.4,2264077.30365723,5109148,46308,237984739118392,582941128545332,1427908334966927,19922646,277.3818593463,0.609023945869952,3
90149568,90112042,45056021,66.4680374315355,45056068,45055974,90112160,45056080,1920.50201770266,45057438,45054722,18029913.6,24636573.7932099,45018660,37408,38093,968.73629022557,38778,37408,475969474417559,824403234569729,1427908333216821,45017196,0,0.066556059370135,3
90156878,90104028,45052014,111.722871427475,45052093,45051935,90102556,45051278,2347.59451353934,45052938,45049618,18031375.6,24616308.5212833,44997613,52850,54823.5,709.228101530107,55325,54322,475969475605082,824403236662498,1427908336820866,44996768,0,0.066550662945538,3
90150549,90111965,45055982.5,86.9741340859453,45056044,45055921,90113463,45056731.5,4775.09209335276,45060108,45053355,18030109.8,24635367.7844292,45018835,37086,39179.5,2960.65609282807,41273,37086,475969475611501,824403236639646,1427908336800898,45014771,0,0.066555335120588,3
90149404,90111985,45055992.5,48.7903679018718,45056027,45055958,90109181,45054590.5,781.352993211135,45055143,45054038,18029880.8,24635509.6791727,45017724,37419,39263,1357.64501987817,40223,38303,475969474374102,824403234496535,1427908333088848,45015735,0,0.066556180449069,3
47489,0,0,0,0,0,0,0,0,0,0,47489,0,47489,47489,0,0,0,0,1427908462009034,0,1427908462009034,1427908462009034,0,42.1150161089937,3
51397,0,0,0,0,0,0,0,0,0,0,51397,0,51397,51397,0,0,0,0,1427908462009086,0,1427908462009086,1427908462009086,0,38.9127770103313,3
58423,0,0,0,0,0,0,0,0,0,0,58423,0,58423,58423,0,0,0,0,1427908462009061,0,1427908462009061,1427908462009061,0,34.2330931311299,3
60315,0,0,0,0,0,0,0,0,0,0,60315,0,60315,60315,0,0,0,0,1427908462009100,0,1427908462009100,1427908462009100,0,33.1592472850866,3
90258033,90187989,45093994.5,36726.4191080481,45119964,45068025,90188479,45094239.5,36777.3307962935,45120245,45068234,18051606.6,24622627.3429007,45050201,69554,69658.5,147.785317267988,69763,69554,475969472988515,824403232083452,1427908328916872,44998471,0,0.0664760775365,3
10216932,247701,27522.3333333333,35640.4625285644,103012,6,10171705,1017170.5,3159360.95111792,10008678,26,510846.6,2226349.52352357,9969231,6,247701,0,247701,247701,713954234175167,1009683746785596,1427908458381103,9969231,640.50538850606,2.055411546245,3
90415025,90389603,3615584.12,12479419.3551672,45095923,7,90388290,2824634.0625,11079706.0325583,45096315,2,1558879.74137931,8287995.03762608,45070893,1,159763.5,190541.943005995,294497,25030,475969474421765,824403234547378,1427908333195218,44999183,244.362040490505,0.652546410289661,3
90269605,90230822,5307695.41176471,14959677.5127894,45055937,19,90230653,6445046.64285714,16356473.6593745,45056019,2,2820925.15625,11068507.2369707,45017236,2,101513,88829.5822797788,164325,38701,475969474545927,824403234799048,1427908333609984,45010560,66.7888155708669,0.365571556450258,3
90745443,90705334,1929900.72340426,9188116.93716665,45095950,6,90697305,1439639.76190476,7963111.98872174,45089584,11,817526.513513514,6015182.30148613,45049475,3,329216.5,399856.863945712,611958,46475,475969474650135,824403234962997,1427908333903504,44997426,1789.50032785668,1.2342217559068,3
103090092,103090092,25772523,22881042.0935701,45055993,38540,103051913,34350637.6666667,18542986.6508707,45056705,12939041,12886261.5,20323034.6056048,45017840,39,38502,474.361676360981,39039,38140,356977106478223,713954144332415,1427908322976846,12900540,0.640216714521896,0.087302279252986,3
6383197,6383197,6383197,0,6383197,6383197,0,0,0,0,0,6383197,0,6383197,6383197,0,0,0,0,713954237510009,1009683756573190,1427908468636821,6383197,0,0.313322618744181,3
90311880,90240034,45120017,62153.2718527352,45163966,45076068,90234014,45117007,64465.5110272152,45162591,45071423,18062376,24631194.2480336,45090745,71846,75543.5,3284.51099861151,77866,73221,475969476611251,824403238323336,1427908339744805,44998202,0,0.066436442248794,3
90491470,90466340,2827073.125,11092441.5190888,45166387,2,90466433,2918272.03225806,11258156.744883,45126114,1,1413929.21875,7902041.58122893,45100510,1,167724.5,200988.738591245,309845,25604,475969477915119,824403240545377,1427908343614466,45030381,362.818727555205,0.718299746926423,3
90149112,90112011,45056005.5,40.3050865276332,45056034,45055977,90107936,45053968,3355.92878351135,45056341,45051595,18029822.4,24635828.7160951,45019240,36794,38985,3098.54191515945,41176,36794,475969478043628,824403240851836,1427908344096842,45014801,0,0.066556396029725,3
90198911,90131978,45065989,2904.79465711434,45068043,45063935,90132412,45066206,2972.67690810825,45068308,45064104,18039782.2,24608737.5765399,44997436,66499,68685.5,3092.17795412877,70872,66499,475969478078496,824403240946381,1427908344240882,44997171,0,0.066519650109745,3
90159147,90111988,45055994,5.65685424949238,45055998,45055990,90111117,45055558.5,956.715474945399,45056235,45054882,18031829.4,24626238.446446,45009076,46914,47472,789.131167804187,48030,46914,475969479061963,824403242630364,1427908347168845,45007968,0,0.066548988091025,3
90133759,90111976,45055988,26.8700576850888,45056007,45055969,90112470,45056235,106.066017177982,45056310,45056160,18026751.8,24654614.2119686,45034680,21289,21459.5,241.123412384613,21630,21289,475969483303318,824403249931562,1427908359840898,45034377,0,0.066567732962297,3
10210016,235336,33619.4285714286,52537.656037859,142811,9,10166841,1452405.85714286,3774514.022664,10012000,44,680667.733333333,2571209.13487144,9974680,9,235336,0,235336,235336,713954249188104,1009683768009390,1427908488401528,9974680,280.215035902001,1.56708863139881,3
6372446,6372446,6372446,0,6372446,6372446,0,0,0,0,0,6372446,0,6372446,6372446,0,0,0,0,713954252510640,1009683777802492,1427908498648833,6372446,0,0.313851227613384,3
29602949,0,0,0,0,0,29555912,29555912,0,29555912,29555912,14801474.5,20865925.6176862,29555912,47037,47037,0,47037,47037,713954255946371,1009683749874980,1427908482336830,29555912,0,0.101341254886464,3
32574896,32574896,32574896,0,32574896,32574896,0,0,0,0,0,16287448,22940272.1506648,32508670,66226,66226,0,66226,66226,713954255972747,1009683745736450,1427908479436823,32508670,0,0.092095459030783,3
32746904,32746904,32746904,0,32746904,32746904,0,0,0,0,0,16373452,23102933.5803954,32709693,37211,37211,0,37211,37211,713954255987294,1.00968374547273E+015,1427908479264895,32709693,0,0.091611713889044,3
35020,35020,35020,0,35020,35020,0,0,0,0,0,35020,0,35020,35020,0,0,0,0,1427908511976861,0,1427908511976861,1427908511976861,0,57.1102227298687,3
45121937,45121929,22560964.5,31812821.0597169,45056026,65903,45076982,15025660.6666667,26002957.4329507,45051286,90,7520322.83333333,18366650.6110068,45011071,8,44955,0,44955,44955,713954257337953,1.00968372998608E+015,1427908469664835,45011071,0.68702724353345,0.155135184023682,3
196584,196584,196584,0,196584,196584,0,0,0,0,0,196584,0,196584,196584,0,0,0,0,1427908514824846,0,1427908514824846,1427908514824846,0,10.1737679567004,3
112518998,112518998,112518998,0,112518998,112518998,0,0,0,0,0,112518998,0,112518998,112518998,0,0,0,0,713954239774564,1009683609677070,1427908367030129,112518998,3.39498224113229,0.017774776131583,3
10203558,231029,33004.1428571429,51954.4832278812,141903,20,10161232,1451604.57142857,3773588.79168181,10009101,27,680237.2,2570730.17646297,9972529,20,231029,0,231029,231029,713954264101192,1009683789102720,1427908518229854,9972529,280.392388615814,1.56808046761728,3
6549553,6549553,6549553,0,6549553,6549553,0,0,0,0,0,6549553,0,6549553,6549553,0,0,0,0,713954267511210,1.00968379876603E+015,1427908528472866,6549553,0,0.305364350819056,3
101125821,101125821,33708607,58384991.3975336,101125788,16,0,0,0,0,0,33708607,58384991.3975336,101125788,16,16,0,16,16,713954238092859,1.00968362341121E+015,1427908375059929,101125788,0,0.039554685049232,3
10225882,248087,35441,54569.0977507722,147385,5,10179376,1454196.57142857,3774766.91269337,10014348,9,681725.466666667,2571788.28066528,9977795,5,248087,0,248087,248087,713954279177261,1.00968381041606E+015,1427908548376727,9977795,279.780267364712,1.56465721000888,3
6382873,6382873,6382873,0,6382873,6382873,0,0,0,0,0,6382873,0,6382873,6382873,0,0,0,0,713954282511868,1009683820215890,1427908558640863,6382873,0,0.31333852326374,3
104782448,90112075,45056037.5,6.36396103067893,45056042,45056033,104757532,26189383,22590909.8693619,45056064,62,14968921.1428571,21219530.5845302,45031117,62,24932,17.6918060129541,24951,24916,356977143337103,713954216869146,1427908468640822,14645360,0.601245735354456,0.076348664806915,3
104887266,90112017,45056008.5,24.7487373415292,45056026,45055991,104848590,26212147.5,22575392.3944985,45056231,14,14983895.1428571,21207915.0335219,45017350,14,38732,130.357201565545,38881,38639,356977143416975,713954216986580,1427908468896846,14736596,0.600644886672897,0.076272366561638,3
119998451,119976007,50580.1041315347,33487.074986293,292953,5,119977016,19113.7511550104,34505.154436725,332144,3,13872.6532947977,21941.6065699935,292923,2,0,0,0,0,1427908454692829,0,1427908454692829,1427908454692829,322796.666766973,72.092597261943,3
105116626,105079178,21015835.6,22746960.7162508,45040233,37812,105078106,35026035.3333333,17381937.0968035,45077765,14955112,11679625.1111111,19523097.9922613,45040233,15,37642.6666666667,987.944499115883,38535,36581,356977140763976,713954211550452,1427908458089653,14917384,26.9795569732233,0.095132429383721,3
80049096,80049096,4708770.35294118,8716790.33815536,19955910,3,80002994,8889221.55555556,10540327.9977225,20001279,497,2964781.33333333,7219959.75871373,19955910,3,46742.75,305.682160639663,47065,46377,285581707962034,638580067515208,1427908459994362,19951959,143.49943439711,0.349785336738843,3
104721141,90111906,45055953,16.9705627484771,45055965,45055941,104696067,26174016.75,22601341.9617965,45056071,36,14960163,21219546.5542419,45030930,36,25083.3333333333,53.6128094146663,25141,25035,356977145945688,713954222127473,1427908479136898,14584058,0.601597723233363,0.076393361680427,3
10201970,229081,32725.8571428571,51681.8086739379,140230,4,10159037,1451291,3773837.28405695,10009358,27,680131.333333333,2570859.64863058,9972889,4,229081,0,229081,229081,713954294054330,1009683831462350,1427908578135771,9972889,280.436033432759,1.56832454908219,3
6648693,6648693,6648693,0,6648693,6648693,0,0,0,0,0,6648693,0,6648693,6648693,0,0,0,0,713954297512782,1009683841054460,1427908588376870,6648693,0,0.300811001500596,3
90310949,90240026,45120013,73475.4656330942,45171968,45068058,90236881,45118440.5,69759.6194979588,45167768,45069113,18062189.8,24634627.9833284,45097900,69868,71968,2969.8484809835,74068,69868,475969518089641,824403310159830,1427908464172834,44998190,0,0.066437127130621,3
90150006,90111944,45055972,96.1665222413705,45056040,45055904,90111785,45055892.5,48.7903679018718,45055927,45055858,18030001.2,24636383.8135527,45017819,38062,38164.5,79.9030662740799,38221,38108,475969520369493,824403314161022,1427908471072864,45017796,0,0.066555736002946,3
90220096,90147998,45073999,2729.43217538007,45075929,45072069,90148077,45074038.5,5322.39274199114,45077802,45070275,18044019.2,24608283.9154177,45003910,72019,72955.5,1324.4110011624,73892,72019,475969521684984,824403316468555,1427908475052864,44998177,0,0.066504030321582,3
90133112,90112030,45056015,19.7989898732233,45056029,45056001,90111767,45055883.5,13.4350288425444,45055893,45055874,18026622.4,24654910.8030764,45034792,21082,21291,76.3675323681471,21345,21237,475969528359437,824403327970710,1427908495008862,45034656,0,0.066568210803595,3
22498,0,0,0,0,0,0,0,0,0,0,22498,0,22498,22498,0,0,0,0,1427908615026399,0,1427908615026399,1427908615026399,0,88.8967908258512,3
10212363,243519,34788.4285714286,53395.9287863071,143987,8,10167900,1452557.14285714,3772701.03878691,10008023,2,680824.2,2569560.30897987,9968844,2,243519,0,243519,243519,713954309093094,1.00968385273609E+015,1427908608217343,9968844,280.150637026906,1.56672848389741,3
