Flow Duration,Fwd IAT Total,Bwd IAT Total,Fwd IAT Min,Bwd IAT Min,Fwd IAT Max,Bwd IAT Max,Fwd IAT Mean,Bwd IAT Mean,Flow Packets/s,Flow Bytes/s,Flow IAT Min,Flow IAT Max,Flow IAT Mean,Flow IAT Std,Active Min,Active Mean,Active Max,Active Std,Idle Min,Idle Mean,Idle Max,Idle Std
90137544,90111997.0,90111957.0,45055962.0,45055928.0,45056035.0,45056029.0,45055998.5,45055978.5,0.06656493769122443,0.0,25547.0,45030448.0,18027508.8,24650167.616807487,25581.0,25584.0,25587.0,4.242640687119285,45030381.0,475968717860563.4,1427906063520861.0,824401924152946.0
90002567,90002567.0,0.0,30000726.0,0.0,30001106.0,0.0,30000855.66666667,0.0,0.04444317682627875,1.9554997803562648,30000726.0,30001106.0,30000855.66666667,216.84172415227962,0.0,0.0,0.0,0.0,30000726.0,356978449496503.25,1427913707983446.0,713956838991295.2
79254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.23531935296641,0.0,79254.0,79254.0,79254.0,0.0,0.0,0.0,0.0,0.0,1427722100264683.0,1427722100264683.0,1427722100264683.0,0.0
101721187,101696010.0,101695804.0,199.0,8.0,45099118.0,45059558.0,6356000.625,4421556.695652174,0.4030625399603329,28.204547003565736,8.0,45034381.0,2543029.675,8626128.017709456,25383.0,89557.75,114150.0,42843.22740235614,11882434.0,285582770046936.0,1427913748896901.0,638582430378099.2
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3824.091778202677,569789.6749521989,523.0,523.0,523.0,0.0,0.0,0.0,0.0,0.0,1427905512112895.0,1427905512112895.0,1427905512112895.0,0.0
90133143,90111990.0,90111327.0,45055988.0,45055323.0,45056002.0,45056004.0,45055995.0,45055663.5,0.06656818790841455,0.0,21151.0,45034851.0,18026628.6,24654711.16063906,21151.0,21483.5,21816.0,470.2260094890541,45034172.0,475970599249961.4,1427911707680861.0,824405182807876.0
10278957,308745.0,10235973.0,61.0,112.0,167864.0,10009133.0,38593.125,1137330.333333333,1.8484365680292272,645.7853651883163,18.0,9970212.0,571053.1666666665,2345855.2573550357,308745.0,308745.0,308745.0,0.0,9970212.0,713954649747156.5,1427909289524101.0,1009684334491752.4
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4576.659038901602,576659.0389016018,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,1427905771103360.0,1427905771103360.0,1427905771103360.0,0.0
10204030,233484.0,10160757.0,196.0,31.0,142515.0,10008489.0,33354.857142857145,1451536.7142857143,1.5680079341201467,293.31548417634997,31.0,9970546.0,680268.6666666665,2570174.3028540653,233484.0,233484.0,233484.0,0.0,9970546.0,713954889590958.5,1427909769211371.0,1009684673681637.8
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45454.545454545456,0.0,44.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,1427912295783649.0,1427912295783649.0,1427912295783649.0,0.0
96615125,96590276.0,96588011.0,23.0,2.0,45023974.0,45034390.0,847283.1228070175,680197.2605633803,2.6703893412133968,4256.393602968479,2.0,45009478.0,375934.33852140076,3970173.0612254394,24829.0,3290826.5,6556824.0,4618817.959176622,44999145.0,475970791849061.0,1427912285538560.0,824405516451610.0
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4889.975550122249,667481.662591687,409.0,409.0,409.0,0.0,0.0,0.0,0.0,0.0,1427914361285994.0,1427914361285994.0,1427914361285994.0,0.0
106384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79981952173259,3553.1658896074596,106384.0,106384.0,106384.0,0.0,0.0,0.0,0.0,0.0,1427910515281050.0,1427910515281050.0,1427910515281050.0,0.0
25637,0.0,28.0,0.0,6.0,0.0,22.0,0.0,14.0,156.0244958458478,4134.649139914965,6.0,25609.0,8545.666666666668,14777.282305394769,0.0,0.0,0.0,0.0,1427904604045510.0,1427904604045510.0,1427904604045510.0,0.0
586,586.0,0.0,586.0,0.0,586.0,0.0,586.0,0.0,3412.9692832764504,0.0,586.0,586.0,586.0,0.0,0.0,0.0,0.0,0.0,1427909244984469.0,1427909244984469.0,1427909244984469.0,0.0
22012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8595311648192,0.0,22012.0,22012.0,22012.0,0.0,0.0,0.0,0.0,0.0,1427910787706280.0,1427910787706280.0,1427910787706280.0,0.0
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3929.273084479371,589390.9626719056,509.0,509.0,509.0,0.0,0.0,0.0,0.0,0.0,1427905019327788.0,1427905019327788.0,1427905019327788.0,0.0
114082689,114082689.0,0.0,11.0,0.0,114082657.0,0.0,38027563.0,0.0,0.035062287145072465,0.0,11.0,114082657.0,38027563.0,65865643.49121363,21.0,21.0,21.0,0.0,114082657.0,713952438072837.0,1427904762063017.0,1009681059474702.4
5,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,600000.0,0.0,1.0,4.0,2.5,2.1213203435596424,0.0,0.0,0.0,0.0,1427911355378189.0,1427911355378189.0,1427911355378189.0,0.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5277.044854881266,461741.42480211076,379.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0,1427721658501116.0,1427721658501116.0,1427721658501116.0,0.0
90198255,90176049.0,90176212.0,45055966.0,45055334.0,45120083.0,45120878.0,45088024.5,45088106.0,0.06652013389837752,0.0,22043.0,45098040.0,18039651.0,24671199.24563613,22043.0,22440.5,22838.0,562.1498910433053,45033128.0,475970204539990.4,1427910523488803.0,824404499096332.8
2205118,2205118.0,0.0,2205118.0,0.0,2205118.0,0.0,2205118.0,0.0,0.9069809416094741,0.0,2205118.0,2205118.0,2205118.0,0.0,0.0,0.0,0.0,0.0,1427910841100834.0,1427910841100834.0,1427910841100834.0,0.0
90279838,90254633.0,90254411.0,49.0,4.0,45123980.0,45124086.0,5640914.5625,5640900.6875,0.3766067901007975,72.55219044588894,4.0,45098881.0,2735752.666666666,10914018.693405537,25099.0,79122.0,133145.0,76400.05928008171,44997508.0,475968705579532.4,1427906026642208.0,824401902850780.5
1103472,0.0,1006749.0,0.0,1006749.0,0.0,1006749.0,0.0,1006749.0,2.7186915481317158,0.0,96723.0,1006749.0,551736.0,643485.5556560691,0.0,0.0,0.0,0.0,1427904298788879.0,1427904298788879.0,1427904298788879.0,0.0
25623,0.0,66.0,0.0,15.0,0.0,51.0,0.0,33.0,156.10974515084104,4136.908246497288,15.0,25557.0,8541.0,14736.299264062194,0.0,0.0,0.0,0.0,1427721669601432.0,1427721669601432.0,1427721669601432.0,0.0
90,90.0,0.0,8.0,0.0,82.0,0.0,45.0,0.0,33333.33333333333,855555.5555555555,8.0,82.0,45.0,52.32590180780453,0.0,0.0,0.0,0.0,1427904422160205.0,1427904422160205.0,1427904422160205.0,0.0
14736301,0.0,14710717.0,0.0,41.0,0.0,14710676.0,0.0,7355358.5,0.2714385380700354,4.275156974603057,41.0,14710676.0,4912100.333333334,8485825.059047371,25584.0,25584.0,25584.0,0.0,14710676.0,713952195083784.0,1427904375456892.0,1009680856369491.6
25718,0.0,63.0,0.0,14.0,0.0,49.0,0.0,31.5,155.53308966482618,4121.6268761178935,14.0,25655.0,8572.666666666668,14793.74497324235,0.0,0.0,0.0,0.0,1427904603044681.0,1427904603044681.0,1427904603044681.0,0.0
14449700,14449700.0,104935.0,49.0,51.0,14261602.0,54802.0,1605522.2222222222,17489.166666666668,1.1764950137373094,322.29042817497935,6.0,14261602.0,903106.25,3562321.189844088,188098.0,188098.0,188098.0,0.0,14261602.0,713954629947173.0,1427909245632744.0,1009684300421405.4
91103779,91038450.0,91078170.0,48.0,2.0,27633877.0,27593777.0,3641538.0000000005,2118096.976744186,0.7683545157879784,54.65195905869064,2.0,27568025.0,1320344.6231884058,4949579.593019016,110955.0,111803.6,112663.0,653.0404275387567,8560876.0,237984475674637.5,1427906765935032.0,582940488940380.9
4752263,4752263.0,0.0,4752263.0,0.0,4752263.0,0.0,4752263.0,0.0,0.420852128764759,0.0,4752263.0,4752263.0,4752263.0,0.0,0.0,0.0,0.0,0.0,1427910105376862.0,1427910105376862.0,1427910105376862.0,0.0
20030980,20030980.0,110097.0,141.0,67.0,19891937.0,53611.0,2861568.571428572,22019.4,0.6989173769830532,49.7729017751503,11.0,19891937.0,1540844.6153846153,5513834.213640261,139043.0,139043.0,139043.0,0.0,19891937.0,713953437725043.0,1427906855558149.0,1009682606402203.6
90320642,90295571.0,90295337.0,130.0,9.0,45167965.0,45167658.0,6449683.642857143,6945795.153846154,0.3210783200588853,20.759374141738274,9.0,45142587.0,3225737.2142857146,11818546.917819684,25378.0,77597.5,129817.0,73849.52512034183,44997789.0,475972083884556.6,1427916161513294.0,824407754208632.2
12,12.0,0.0,3.0,0.0,9.0,0.0,6.0,0.0,250000.0,0.0,3.0,9.0,6.0,4.242640687119285,0.0,0.0,0.0,0.0,1427904636109674.0,1427904636109674.0,1427904636109674.0,0.0
40829526,40829526.0,40702385.0,126.0,126844.0,10147937.0,10148369.0,6804921.0,8140477.0,0.3183970345381918,0.7592544669756881,4.0,10017051.0,3402460.5000000014,4884140.241524444,127011.0,128692.5,131318.0,1862.4701339887295,10012109.0,285544339639918.6,1427721658138362.0,638496531630236.9
10384346,423658.0,10340693.0,161.0,100.0,236044.0,9960711.0,42365.8,861724.4166666667,2.3111710646005053,1943.7911641233832,23.0,9960688.0,451493.3043478261,2073350.1546459985,423658.0,423658.0,423658.0,0.0,9960688.0,713954171090556.0,1427908332220424.0,1009683657582565.2
344,344.0,0.0,3.0,0.0,341.0,0.0,172.0,0.0,8720.930232558141,223837.2093023256,3.0,341.0,172.0,239.00209204105306,0.0,0.0,0.0,0.0,1427904600078377.0,1427904600078377.0,1427904600078377.0,0.0
32,32.0,0.0,6.0,0.0,26.0,0.0,16.0,0.0,93750.0,2406250.0,6.0,26.0,16.0,14.142135623730953,0.0,0.0,0.0,0.0,1427904600078519.0,1427904600078519.0,1427904600078519.0,0.0
43230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.26416840157298,0.0,43230.0,43230.0,43230.0,0.0,0.0,0.0,0.0,0.0,1427905036786962.0,1427905036786962.0,1427905036786962.0,0.0
33755,33755.0,0.0,33755.0,0.0,33755.0,0.0,33755.0,0.0,59.250481410161456,0.0,33755.0,33755.0,33755.0,0.0,0.0,0.0,0.0,0.0,1427913711600902.0,1427913711600902.0,1427913711600902.0,0.0
90229853,90207986.0,90208408.0,45056026.0,45055749.0,45151960.0,45152659.0,45103993.0,45104204.0,0.06649683891206162,0.0,21445.0,45130515.0,18045970.6,24680610.132679444,21445.0,21794.5,22144.0,494.26764004939673,45033882.0,475970561575083.4,1427911594560853.0,824405117470476.8
41166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.58378273332362,6048.68095029879,41166.0,41166.0,41166.0,0.0,0.0,0.0,0.0,0.0,1427897317477262.0,1427897317477262.0,1427897317477262.0,0.0
46375104,46375024.0,46375085.0,46375024.0,46375085.0,46375024.0,46375085.0,46375024.0,46375085.0,0.0862531758419345,0.0,19.0,46375005.0,15458368.0,26774593.04159929,19.0,19.0,19.0,0.0,46375005.0,713956229398908.5,1427912412422812.0,1009686516972532.0
9944167,0.0,9931162.0,0.0,9931162.0,0.0,9931162.0,0.0,9931162.0,0.3016843944796985,0.0,13005.0,9931162.0,4972083.5,7013196.071572823,13005.0,13005.0,13005.0,0.0,9931162.0,713952281493985.0,1427904553056808.0,1009680985331223.2
4739,4739.0,0.0,22.0,0.0,2824.0,0.0,1184.75,0.0,1266.089892382359,6541.464443975522,2.0,2824.0,947.8,1316.9230045830318,0.0,0.0,0.0,0.0,1427719370571200.0,1427719370571200.0,1427719370571200.0,0.0
998142,998103.0,998055.0,498905.0,498905.0,499198.0,499150.0,499051.5,499027.5,6.011168751540363,0.0,39.0,499111.0,199628.4,273255.2440810606,0.0,0.0,0.0,0.0,1427915923135522.0,1427915923135522.0,1427915923135522.0,0.0
3835153,3835153.0,0.0,3835153.0,0.0,3835153.0,0.0,3835153.0,0.0,0.5214915806488033,0.0,3835153.0,3835153.0,3835153.0,0.0,0.0,0.0,0.0,0.0,1427910196300804.0,1427910196300804.0,1427910196300804.0,0.0
44049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.403981929215185,5993.325614656405,44049.0,44049.0,44049.0,0.0,0.0,0.0,0.0,0.0,1427909555142069.0,1427909555142069.0,1427909555142069.0,0.0
90150170,90112039.0,90112178.0,45056002.0,45055952.0,45056037.0,45056226.0,45056019.5,45056089.0,0.06655561492562909,0.0,37992.0,45018045.0,18030034.0,24636468.43684313,37992.0,38086.5,38181.0,133.64318164425748,45017821.0,475969565425563.4,1427908606240824.0,824403392200207.4
90114850,90049641.0,90089129.0,36.0,2.0,28626084.0,28586158.0,3463447.7307692314,2047480.204545455,0.7989804122184079,57.016129971919156,2.0,28560443.0,1269223.2394366194,4923002.277263221,110492.0,111496.8,112901.0,1278.0296162452576,8569898.0,237984455674712.0,1427906645929282.0,582940439947732.6
183834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.879380310497515,2942.8723739895777,183834.0,183834.0,183834.0,0.0,0.0,0.0,0.0,0.0,1427912303204118.0,1427912303204118.0,1427912303204118.0,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4830.917874396136,724637.6811594203,414.0,414.0,414.0,0.0,0.0,0.0,0.0,0.0,1427904577757281.0,1427904577757281.0,1427904577757281.0,0.0
45510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.946385409800044,6987.475280158205,45510.0,45510.0,45510.0,0.0,0.0,0.0,0.0,0.0,1427909943665698.0,1427909943665698.0,1427909943665698.0,0.0
90141812,90112099.0,90112646.0,45056000.0,45056259.0,45056099.0,45056387.0,45056049.5,45056323.0,0.0665617860000418,0.0,29166.0,45026933.0,18028362.4,24646033.59064079,29166.0,29310.0,29454.0,203.64675298172568,45026546.0,475970798711428.4,1427912306080806.0,824405528298732.5
12001663,12001663.0,0.0,99861.0,0.0,6300192.0,0.0,2000277.1666666663,0.0,0.5832525042571184,60.658260442740314,99861.0,6300192.0,2000277.1666666663,2372334.93318211,5701471.0,5701471.0,5701471.0,0.0,6300192.0,713859665190679.5,1427719324081167.0,1009550011233958.8
90231308,90206424.0,90205479.0,61.0,897.0,45097499.0,45122428.0,18041284.8,22551369.75,0.1219089054987433,8.522540757139419,4.0,45097499.0,9023130.8,18995354.45433473,24925.0,38949.5,52974.0,19833.638105501468,45031026.0,475970791963650.4,1427912285762426.0,824405516546246.4
104819827,90111926.0,104792614.0,45055961.0,31.0,45055965.0,45056147.0,45055963.0,26198153.5,0.07632143869117433,0.6010313296929979,31.0,45031119.0,14974261.0,21218618.28233191,24842.0,25694.33333333333,27213.0,1318.4878965441185,14682842.0,356977399793902.5,1427909494432897.0,713954729759329.9
6417213,6417213.0,0.0,6417213.0,0.0,6417213.0,0.0,6417213.0,0.0,0.3116617759142481,0.0,6417213.0,6417213.0,6417213.0,0.0,0.0,0.0,0.0,0.0,6417213.0,713954965059041.0,1427909923700869.0,1009684785434795.4
50597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.52803525900745,0.0,50597.0,50597.0,50597.0,0.0,0.0,0.0,0.0,0.0,1427904546987847.0,1427904546987847.0,1427904546987847.0,0.0
14625595,0.0,14600070.0,0.0,64.0,0.0,14600006.0,0.0,7300035.0,0.27349314677454145,4.307517061699029,64.0,14600006.0,4875198.333333334,8421940.107889295,25525.0,25525.0,25525.0,0.0,14600006.0,713956230868450.5,1427912447136895.0,1009686563987412.8
43143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.35746239250863,6258.257422988666,43143.0,43143.0,43143.0,0.0,0.0,0.0,0.0,0.0,1427910125335374.0,1427910125335374.0,1427910125335374.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.18181818182,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1427906875602744.0,1427906875602744.0,1427906875602744.0,0.0
14170,14170.0,0.0,3.0,0.0,14167.0,0.0,7085.0,0.0,211.7148906139732,0.0,3.0,14167.0,7085.0,10015.46044872626,0.0,0.0,0.0,0.0,1427896958239976.0,1427896958239976.0,1427896958239976.0,0.0
25430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.64726700747148,0.0,25430.0,25430.0,25430.0,0.0,0.0,0.0,0.0,0.0,1427911444809200.0,1427911444809200.0,1427911444809200.0,0.0
19946049,19946049.0,66482.0,102.0,178.0,19919172.0,52995.0,3989209.8,22160.666666666664,0.5013524232292822,34.944263899080966,9.0,19866434.0,2216227.666666666,6618849.429098402,79615.0,79615.0,79615.0,0.0,19866434.0,713953437755138.5,1427906855643843.0,1009682606480831.8
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6849.315068493151,407534.2465753425,292.0,292.0,292.0,0.0,0.0,0.0,0.0,0.0,1427721871925903.0,1427721871925903.0,1427721871925903.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76923.07692307692,0.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,1427911606352064.0,1427911606352064.0,1427911606352064.0,0.0
78989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31998126321386,0.0,78989.0,78989.0,78989.0,0.0,0.0,0.0,0.0,0.0,1427722100264631.0,1427722100264631.0,1427722100264631.0,0.0
45084831,45055948.0,45054369.0,45055948.0,45054369.0,45055948.0,45054369.0,45055948.0,45054369.0,0.08872163677401829,0.0,28883.0,45025486.0,15028277.0,25978345.048627924,30462.0,30462.0,30462.0,0.0,45025486.0,713955349249172.5,1427910653472859.0,1009685274161346.4
43,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,69767.44186046511,1232558.1395348837,5.0,38.0,21.5,23.33452377915607,0.0,0.0,0.0,0.0,1427906875627693.0,1427906875627693.0,1427906875627693.0,0.0
40179168,40179168.0,40101087.0,95.0,9861047.0,10080066.0,10080079.0,8035833.6,10025271.75,0.27377371278569035,0.7715440996687637,36.0,10002116.0,4017916.8,5120225.282728546,77930.0,77968.25,78032.0,44.395007226789474,9861047.0,285579399211993.6,1427896956192804.0,638574927325145.4
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22471.91011235955,0.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,1427910551239288.0,1427910551239288.0,1427910551239288.0,0.0
79022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309407506770267,0.0,79022.0,79022.0,79022.0,0.0,0.0,0.0,0.0,0.0,1427722100264616.0,1427722100264616.0,1427722100264616.0,0.0
78855,0.0,36117.0,0.0,36117.0,0.0,36117.0,0.0,36117.0,38.044512079132595,0.0,36117.0,42738.0,39427.5,4681.753998236131,0.0,0.0,0.0,0.0,1427904553968846.0,1427904553968846.0,1427904553968846.0,0.0
85635230,85635136.0,85635194.0,85635136.0,85635194.0,85635136.0,85635194.0,85635136.0,85635194.0,0.04670974784560046,0.0,36.0,85635100.0,28545076.666666664,49441410.50932153,36.0,36.0,36.0,0.0,85635100.0,713956701672630.0,1427913317710160.0,1009687129346275.4
59830420,45056018.0,59805283.0,45056018.0,14748661.0,45056018.0,45056622.0,45056018.0,29902641.5,0.0835695286778866,0.0,25137.0,45030881.0,14957605.0,21216226.10215141,25137.0,25439.0,25741.0,427.09249583667463,14748661.0,475970326241453.4,1427910918944818.0,824404736174729.4
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4975.124378109454,435323.3830845771,402.0,402.0,402.0,0.0,0.0,0.0,0.0,0.0,1427719324128882.0,1427719324128882.0,1427719324128882.0,0.0
67,67.0,0.0,5.0,0.0,62.0,0.0,33.5,0.0,44776.11940298507,0.0,5.0,62.0,33.5,40.30508652763321,0.0,0.0,0.0,0.0,1427904600094168.0,1427904600094168.0,1427904600094168.0,0.0
79168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.26273241713824,0.0,79168.0,79168.0,79168.0,0.0,0.0,0.0,0.0,0.0,1427722100264638.0,1427722100264638.0,1427722100264638.0,0.0
4374900,4374900.0,0.0,4374900.0,0.0,4374900.0,0.0,4374900.0,0.0,0.4571533063612882,0.0,4374900.0,4374900.0,4374900.0,0.0,0.0,0.0,0.0,0.0,1427910195760845.0,1427910195760845.0,1427910195760845.0,0.0
87216730,87216730.0,87179013.0,37739.0,14910989.0,45053634.0,45090302.0,14536121.666666664,29059671.0,0.12612259138814308,46.02328016654603,39.0,45053634.0,8721673.0,15730168.111253893,36589.0,37469.66666666666,38070.0,779.2819344328043,14872958.0,356977449046008.0,1427909709117450.0,713954840047628.1
40318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.60563520015874,6225.507217619922,40318.0,40318.0,40318.0,0.0,0.0,0.0,0.0,0.0,1427912415699298.0,1427912415699298.0,1427912415699298.0,0.0
79104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.283171521035598,758.495145631068,79104.0,79104.0,79104.0,0.0,0.0,0.0,0.0,0.0,1427719324549652.0,1427719324549652.0,1427719324549652.0,0.0
44596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.847071486231954,6054.354650641313,44596.0,44596.0,44596.0,0.0,0.0,0.0,0.0,0.0,1427910004173971.0,1427910004173971.0,1427910004173971.0,0.0
234,234.0,0.0,5.0,0.0,229.0,0.0,117.0,0.0,12820.51282051282,329059.82905982906,5.0,229.0,117.0,158.39191898578662,0.0,0.0,0.0,0.0,1427904600078444.0,1427904600078444.0,1427904600078444.0,0.0
113809075,113809075.0,0.0,16.0,0.0,113809041.0,0.0,37936358.33333333,0.0,0.03514658211570562,0.0,16.0,113809041.0,37936358.33333333,65707670.64260858,18.0,18.0,18.0,0.0,113809041.0,713956338090617.5,1427912562372194.0,1009686575319692.8
95171392,95171392.0,90431247.0,29.0,10041614.0,10048063.0,10054831.0,8651944.727272727,10047916.333333336,0.2311619020976388,0.5568900368715843,29.0,10010881.0,4531971.0476190485,4961142.640433668,37112.0,39913.88888888888,45526.0,2571.48631361536,10002428.0,142790463800957.72,1427904547936861.0,451543062114523.75
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,0.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,1427904416285521.0,1427904416285521.0,1427904416285521.0,0.0
90137716,90112028.0,90112189.0,45055991.0,45056027.0,45056037.0,45056162.0,45056014.0,45056094.5,0.06656481067259347,0.0,25527.0,45030474.0,18027543.2,24650185.965569723,25527.0,25545.0,25563.0,25.45584412271571,45030464.0,475970203129931.4,1427910519328856.0,824404496714859.9
95,95.0,0.0,12.0,0.0,83.0,0.0,47.5,0.0,31578.94736842105,810526.3157894736,12.0,83.0,47.5,50.20458146424488,0.0,0.0,0.0,0.0,1427897015701562.0,1427897015701562.0,1427897015701562.0,0.0
528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3787.878787878788,600378.7878787878,528.0,528.0,528.0,0.0,0.0,0.0,0.0,0.0,1427912285898648.0,1427912285898648.0,1427912285898648.0,0.0
364306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.489890366889373,807.0138839327377,364306.0,364306.0,364306.0,0.0,0.0,0.0,0.0,0.0,1427908333539024.0,1427908333539024.0,1427908333539024.0,0.0
90219170,90193893.0,90193595.0,47.0,8.0,45056007.0,45056091.0,5305523.117647058,6012906.333333334,0.3768600398341062,74.03082958976456,8.0,45030814.0,2733914.2424242417,10906811.393321533,25193.0,78505.5,131818.0,75395.26054401562,45006068.0,475970835286631.6,1427912415823013.0,824405591663216.4
28,28.0,0.0,4.0,0.0,24.0,0.0,14.0,0.0,107142.85714285713,0.0,4.0,24.0,14.0,14.142135623730953,0.0,0.0,0.0,0.0,1427904637113076.0,1427904637113076.0,1427904637113076.0,0.0
90154533,90111996.0,90116216.0,45055972.0,45056252.0,45056024.0,45059964.0,45055998.0,45058108.0,0.06655239398777651,0.0,38317.0,45017655.0,18030906.6,24635314.076681685,38317.0,38457.0,38597.0,197.9898987322333,45017427.0,475970204187972.0,1427910522528834.0,824404498569832.0
90147479,90126168.0,90125279.0,190.0,257.0,45055955.0,45054771.0,15021028.0,18025055.8,0.14420813697962645,35.619409833967744,7.0,45033460.0,7512289.916666668,17521605.285925776,22495.0,39286.5,56078.0,23746.76703258782,45014135.0,475970202694090.6,1427910518034677.0,824404495971517.1
